ACap1,ACap2,ACap3,BCap1,BCap2,BCap3
Bình Thuận,Huyện Tánh Linh,Xã Đức Phú,BT,HTL,XDP
Bình Thuận,Huyện Tánh Linh,Xã Đồng Kho,BT,HTL,XDK
Bình Thuận,Huyện Tánh Linh,Xã Đức Bình,BT,HTL,XDB
Bình Thuận,Huyện Tánh Linh,Xã Măng Tố,BT,HTL,XMT
Bình Thuận,Huyện Tánh Linh,Xã Nghị Đức,BT,HTL,XND
Bình Thuận,Huyện Tánh Linh,Xã La Ngâu,BT,HTL,XLN
Bình Thuận,Huyện Tánh Linh,Xã Suối Kiết,BT,HTL,XSK
Bình Thuận,Huyện Tánh Linh,Xã Gia An,BT,HTL,XGA
Bình Thuận,Huyện Tánh Linh,Xã Huy Khiêm,BT,HTL,XHK
Bình Thuận,Huyện Đức Linh,Xã Nam Chính,BT,HDL,XNC
Bình Thuận,Huyện Đức Linh,Xã Vũ Hòa,BT,HDL,XVH
Bình Thuận,Huyện Đức Linh,Xã Đức Tín,BT,HDL,XDT
Bình Thuận,Huyện Đức Linh,Xã Đa Kai,BT,HDL,XDK
Bình Thuận,Huyện Đức Linh,Thị trấn Đức Tài,BT,HDL,TtDT
Bình Thuận,Huyện Đức Linh,Xã Sùng Nhơn,BT,HDL,XSN
Bình Thuận,Huyện Đức Linh,Xã Tân Hà,BT,HDL,XTH
Bình Thuận,Huyện Đức Linh,Thị trấn Võ Xu,BT,HDL,TtVX
Bình Thuận,Huyện Đức Linh,Xã Đông Hà,BT,HDL,XDH
Bình Thuận,Huyện Đức Linh,Xã Mê Pu,BT,HDL,XMP
Bình Thuận,Huyện Đức Linh,Xã Trà Tân,BT,HDL,XTT
Bình Thuận,Huyện Đức Linh,Xã Đức Hạnh,BT,HDL,XDH
Bình Thuận,Thành Phố Phan Thiết,Phường Thanh Hải,BT,TPPT,PTH
Bình Thuận,Thành Phố Phan Thiết,Phường Phú Trinh,BT,TPPT,PPT
Bình Thuận,Thành Phố Phan Thiết,Phường Đức Long,BT,TPPT,PDL
Bình Thuận,Thành Phố Phan Thiết,Xã Tiến Thành,BT,TPPT,XTT
Bình Thuận,Thành Phố Phan Thiết,Phường Mũi Né,BT,TPPT,PMN
Bình Thuận,Thành Phố Phan Thiết,Xã Phong Nẫm,BT,TPPT,XPN
Bình Thuận,Thành Phố Phan Thiết,Phường Lạc Đạo,BT,TPPT,PLD
Bình Thuận,Thành Phố Phan Thiết,Phường Phú Hài,BT,TPPT,PPH
Bình Thuận,Thành Phố Phan Thiết,Phường Đức Nghĩa,BT,TPPT,PDN
Bình Thuận,Thành Phố Phan Thiết,Phường Xuân An,BT,TPPT,PXA
Bình Thuận,Thành Phố Phan Thiết,Xã Thiện Nghiệp,BT,TPPT,XTN
Bình Thuận,Thành Phố Phan Thiết,Phường Bình Hưng,BT,TPPT,PBH
Bình Thuận,Thành Phố Phan Thiết,Phường Phú Thủy,BT,TPPT,PPT
Bình Thuận,Thành Phố Phan Thiết,Phường Đức Thắng,BT,TPPT,PDT
Bình Thuận,Thành Phố Phan Thiết,Phường Phú Tài,BT,TPPT,PPT
Bình Thuận,Thành Phố Phan Thiết,Xã Tiến Lợi,BT,TPPT,XTL
Bình Thuận,Thành Phố Phan Thiết,Phường Hưng Long,BT,TPPT,PHL
Bình Thuận,Thành Phố Phan Thiết,Phường Hàm Tiến,BT,TPPT,PHT
Cà Mau,Huyện U Minh,Xã Khánh Hòa,CM,HUM,XKH
Cà Mau,Huyện U Minh,Xã Khánh Lâm,CM,HUM,XKL
Cà Mau,Huyện U Minh,Xã Khánh Hội,CM,HUM,XKH
Cà Mau,Huyện U Minh,Thị trấn U Minh,CM,HUM,TtUM
Cà Mau,Huyện U Minh,Xã Khánh Thuận,CM,HUM,XKT
Cà Mau,Huyện U Minh,Xã Khánh Tiến,CM,HUM,XKT
Cà Mau,Huyện U Minh,Xã Nguyễn Phích,CM,HUM,XNP
Cà Mau,Huyện U Minh,Xã Khánh An,CM,HUM,XKA
Cà Mau,Huyện Ngọc Hiển,Xã Đất Mũi,CM,HNH,XDM
Cà Mau,Huyện Ngọc Hiển,Xã Tam Giang Tây,CM,HNH,XTGT
Cà Mau,Huyện Ngọc Hiển,Thị trấn Rạch Gốc,CM,HNH,TtRG
Cà Mau,Huyện Ngọc Hiển,Xã Tân Ân,CM,HNH,XTA
Cà Mau,Huyện Ngọc Hiển,Xã Viên An,CM,HNH,XVA
Cà Mau,Huyện Ngọc Hiển,Xã Tân Ân Tây,CM,HNH,XTAT
Cà Mau,Huyện Ngọc Hiển,Xã Viên An Đông,CM,HNH,XVAD
Cà Mau,Huyện Cái Nước,Thị trấn Cái Nước,CM,HCN,TtCN
Cà Mau,Huyện Cái Nước,Xã Phú Hưng,CM,HCN,XPH
Cà Mau,Huyện Cái Nước,Xã Tân Hưng Đông,CM,HCN,XTHD
Cà Mau,Huyện Cái Nước,Xã Đông Hưng,CM,HCN,XDH
Cà Mau,Huyện Cái Nước,Xã Hòa Mỹ,CM,HCN,XHM
Cà Mau,Huyện Cái Nước,Xã Trần Thới,CM,HCN,XTT
Cà Mau,Huyện Cái Nước,Xã Lương Thế Trân,CM,HCN,XLTT
Cà Mau,Huyện Cái Nước,Xã Thạnh Phú,CM,HCN,XTP
Cà Mau,Huyện Cái Nước,Xã Hưng Mỹ,CM,HCN,XHM
Cà Mau,Huyện Cái Nước,Xã Tân Hưng,CM,HCN,XTH
Cà Mau,Huyện Cái Nước,Xã Đông Thới,CM,HCN,XDT
Cà Mau,Huyện Trần Văn Thời,Xã Khánh Hưng,CM,HTVT,XKH
Cà Mau,Huyện Trần Văn Thời,Xã Khánh Bình Tây Bắc,CM,HTVT,XKBTB
Cà Mau,Huyện Trần Văn Thời,Xã Phong Điền,CM,HTVT,XPD
Cà Mau,Huyện Trần Văn Thời,Xã Khánh Lộc,CM,HTVT,XKL
Cà Mau,Huyện Trần Văn Thời,Xã Khánh Bình Tây,CM,HTVT,XKBT
Cà Mau,Huyện Trần Văn Thời,Thị trấn Khánh Bình Đông,CM,HTVT,TtKBD
Cà Mau,Huyện Trần Văn Thời,Thị trấn Sông Đốc,CM,HTVT,TtSD
Cà Mau,Huyện Trần Văn Thời,Xã Lợi An,CM,HTVT,XLA
Cà Mau,Huyện Trần Văn Thời,Xã Phong Lạc,CM,HTVT,XPL
Cà Mau,Huyện Trần Văn Thời,Thị trấn Trần Văn Thời,CM,HTVT,TtTVT
Cà Mau,Huyện Trần Văn Thời,Xã Khánh Bình,CM,HTVT,XKB
Cà Mau,Huyện Trần Văn Thời,Xã Trần Hợi,CM,HTVT,XTH
Cà Mau,Huyện Trần Văn Thời,Xã Khánh Hải,CM,HTVT,XKH
Cà Mau,Huyện Đầm Dơi,Xã Quách Phẩm Bắc,CM,HDD,XQPB
Cà Mau,Huyện Đầm Dơi,Xã Tạ An Khương Đông,CM,HDD,XTAKD
Cà Mau,Huyện Đầm Dơi,Xã Trần Phán,CM,HDD,XTP
Cà Mau,Huyện Đầm Dơi,Xã Quách Phẩm,CM,HDD,XQP
Cà Mau,Huyện Đầm Dơi,Xã Tạ An Khương Nam,CM,HDD,XTAKN
Cà Mau,Huyện Đầm Dơi,Xã Thanh Tùng,CM,HDD,XTT
Cà Mau,Huyện Đầm Dơi,Xã Tân Trung,CM,HDD,XTT
Cà Mau,Huyện Đầm Dơi,Xã Tân Tiến,CM,HDD,XTT
Cà Mau,Huyện Đầm Dơi,Xã Ngọc Chánh,CM,HDD,XNC
Cà Mau,Huyện Đầm Dơi,Xã Tân Dân,CM,HDD,XTD
Cà Mau,Huyện Đầm Dơi,Thị trấn Đầm Dơi,CM,HDD,TtDD
Cà Mau,Huyện Đầm Dơi,Xã Nguyễn Huân,CM,HDD,XNH
Cà Mau,Huyện Đầm Dơi,Xã Tạ An Khương,CM,HDD,XTAK
Cà Mau,Huyện Đầm Dơi,Xã Tân Duyệt,CM,HDD,XTD
Cà Mau,Huyện Đầm Dơi,Xã Tân Thuận,CM,HDD,XTT
Cà Mau,Huyện Đầm Dơi,Xã Tân Đức,CM,HDD,XTD
Cà Mau,Huyện Thới Bình,Xã Tân Lộc,CM,HTB,XTL
Cà Mau,Huyện Thới Bình,Xã Biển Bạch,CM,HTB,XBB
Cà Mau,Huyện Thới Bình,Xã Hồ Thị Kỷ,CM,HTB,XHTK
Cà Mau,Huyện Thới Bình,Xã Tân Bằng,CM,HTB,XTB
Cà Mau,Huyện Thới Bình,Xã Tân Phú,CM,HTB,XTP
Cà Mau,Huyện Thới Bình,Xã Trí Lực,CM,HTB,XTL
Cà Mau,Huyện Thới Bình,Xã Trí Phải,CM,HTB,XTP
Cà Mau,Huyện Thới Bình,Xã Biển Bạch Đông,CM,HTB,XBBD
Cà Mau,Huyện Thới Bình,Thị trấn Thới Bình,CM,HTB,TtTB
Cà Mau,Huyện Thới Bình,Xã Tân Lộc Đông,CM,HTB,XTLD
Cà Mau,Huyện Thới Bình,Xã Tân Lộc Bắc,CM,HTB,XTLB
Cà Mau,Huyện Thới Bình,Xã Thới Bình,CM,HTB,XTB
Cà Mau,Huyện Năm Căn,Thị trấn Năm Căn,CM,HNC,TtNC
Cà Mau,Huyện Năm Căn,Xã Tam Giang,CM,HNC,XTG
Cà Mau,Huyện Năm Căn,Xã Hàm Rồng,CM,HNC,XHR
Cà Mau,Huyện Năm Căn,Xã Hàng Vịnh,CM,HNC,XHV
Cà Mau,Huyện Năm Căn,Xã Đất Mới,CM,HNC,XDM
Cà Mau,Huyện Năm Căn,Xã Hiệp Tùng,CM,HNC,XHT
Cà Mau,Huyện Năm Căn,Xã Lâm Hải,CM,HNC,XLH
Cà Mau,Huyện Năm Căn,Xã Tam Giang Đông,CM,HNC,XTGD
Cà Mau,Huyện Phú Tân,Xã Tân Hưng Tây,CM,HPT,XTHT
Cà Mau,Huyện Phú Tân,Xã Phú Mỹ,CM,HPT,XPM
Cà Mau,Huyện Phú Tân,Thị trấn Cái Đôi Vàm,CM,HPT,TtCDV
Cà Mau,Huyện Phú Tân,Xã Phú Thuận,CM,HPT,XPT
Cà Mau,Huyện Phú Tân,Xã Phú Tân,CM,HPT,XPT
Cà Mau,Huyện Phú Tân,Xã Việt Thắng,CM,HPT,XVT
Cà Mau,Huyện Phú Tân,Xã Nguyễn Việt Khái,CM,HPT,XNVK
Cà Mau,Huyện Phú Tân,Xã Rạch Chèo,CM,HPT,XRC
Cà Mau,Huyện Phú Tân,Xã Tân Hải,CM,HPT,XTH
Cà Mau,Thành Phố Cà Mau,Xã Hòa Thành,CM,TPCM,XHT
Cà Mau,Thành Phố Cà Mau,Phường 5,CM,TPCM,P5
Cà Mau,Thành Phố Cà Mau,Phường 6,CM,TPCM,P6
Cà Mau,Thành Phố Cà Mau,Xã Định Bình,CM,TPCM,XDB
Cà Mau,Thành Phố Cà Mau,Xã Lý Văn Lâm,CM,TPCM,XLVL
Cà Mau,Thành Phố Cà Mau,Phường 8,CM,TPCM,P8
Cà Mau,Thành Phố Cà Mau,Phường 9,CM,TPCM,P9
Cà Mau,Thành Phố Cà Mau,Phường 4,CM,TPCM,P4
Cà Mau,Thành Phố Cà Mau,Phường 1,CM,TPCM,P1
Cà Mau,Thành Phố Cà Mau,Phường 2,CM,TPCM,P2
Cà Mau,Thành Phố Cà Mau,Xã An Xuyên,CM,TPCM,XAX
Cà Mau,Thành Phố Cà Mau,Phường Tân Xuyên,CM,TPCM,PTX
Cà Mau,Thành Phố Cà Mau,Xã Hòa Tân,CM,TPCM,XHT
Cà Mau,Thành Phố Cà Mau,Xã Tắc Vân,CM,TPCM,XTV
Cà Mau,Thành Phố Cà Mau,Phường 7,CM,TPCM,P7
Cà Mau,Thành Phố Cà Mau,Phường Tân Thành,CM,TPCM,PTT
Cà Mau,Thành Phố Cà Mau,Xã Tân Thành,CM,TPCM,XTT
Cần Thơ,Quận Ô Môn,Phường Trường Lạc,CT,QOM,PTL
Cần Thơ,Quận Ô Môn,Phường Thới Long,CT,QOM,PTL
Cần Thơ,Quận Ô Môn,Phường Châu Văn Liêm,CT,QOM,PCVL
Cần Thơ,Quận Ô Môn,Phường Thới An,CT,QOM,PTA
Cần Thơ,Quận Ô Môn,Phường Long Hưng,CT,QOM,PLH
Cần Thơ,Quận Ô Môn,Phường Phước Thới,CT,QOM,PPT
Cần Thơ,Quận Ô Môn,Phường Thới Hòa,CT,QOM,PTH
Cần Thơ,Huyện Phong Điền,Xã Tân Thới,CT,HPD,XTT
Cần Thơ,Huyện Phong Điền,Xã Nhơn Ái,CT,HPD,XNA
Cần Thơ,Huyện Phong Điền,Xã Nhơn Nghĩa,CT,HPD,XNN
Cần Thơ,Huyện Phong Điền,Xã Trường Long,CT,HPD,XTL
Cần Thơ,Huyện Phong Điền,Thị Trấn Phong Điền,CT,HPD,TTPD
Cần Thơ,Huyện Phong Điền,Xã Mỹ Khánh,CT,HPD,XMK
Cần Thơ,Huyện Phong Điền,Xã Giai Xuân,CT,HPD,XGX
Cần Thơ,Quận Bình Thủy,Phường Long Tuyền,CT,QBT,PLT
Cần Thơ,Quận Bình Thủy,Phường An Thới,CT,QBT,PAT
Cần Thơ,Quận Bình Thủy,Phường Bùi Hữu Nghĩa,CT,QBT,PBHN
Cần Thơ,Quận Bình Thủy,Phường Trà Nóc,CT,QBT,PTN
Cần Thơ,Quận Bình Thủy,Phường Thới An Đông,CT,QBT,PTAD
Cần Thơ,Quận Bình Thủy,Phường Long Hòa,CT,QBT,PLH
Cần Thơ,Quận Bình Thủy,Phường Trà An,CT,QBT,PTA
Cần Thơ,Quận Bình Thủy,Phường Bình Thủy,CT,QBT,PBT
Cần Thơ,Huyện Vĩnh Thạnh,Xã Thạnh An,CT,HVT,XTA
Cần Thơ,Huyện Vĩnh Thạnh,Xã Thạnh Lộc,CT,HVT,XTL
Cần Thơ,Huyện Vĩnh Thạnh,Xã Thạnh Quới,CT,HVT,XTQ
Cần Thơ,Huyện Vĩnh Thạnh,Xã Thạnh Thắng,CT,HVT,XTT
Cần Thơ,Huyện Vĩnh Thạnh,Xã Thạnh Lợi,CT,HVT,XTL
Cần Thơ,Huyện Vĩnh Thạnh,Xã Vĩnh Trinh,CT,HVT,XVT
Cần Thơ,Huyện Vĩnh Thạnh,Xã Thạnh Tiến,CT,HVT,XTT
Cần Thơ,Huyện Vĩnh Thạnh,Xã Thạnh Mỹ,CT,HVT,XTM
Cần Thơ,Huyện Vĩnh Thạnh,Xã Vĩnh Bình,CT,HVT,XVB
Cần Thơ,Huyện Vĩnh Thạnh,Thị Trấn Thạnh An,CT,HVT,TTTA
Cần Thơ,Huyện Vĩnh Thạnh,Thị Trấn Vĩnh Thạnh,CT,HVT,TTVT
Cần Thơ,Huyện Thới Lai,Xã Trường Xuân A,CT,HTL,XTXA
Cần Thơ,Huyện Thới Lai,Xã Xuân Thắng,CT,HTL,XXT
Cần Thơ,Huyện Thới Lai,Xã Định Môn,CT,HTL,XDM
Cần Thơ,Huyện Thới Lai,Xã Trường Thành,CT,HTL,XTT
Cần Thơ,Huyện Thới Lai,Xã Đông Thuận,CT,HTL,XDT
Cần Thơ,Huyện Thới Lai,Xã Thới Tân,CT,HTL,XTT
Cần Thơ,Huyện Thới Lai,Xã Trường Thắng,CT,HTL,XTT
Cần Thơ,Huyện Thới Lai,Xã Đông Bình,CT,HTL,XDB
Cần Thơ,Huyện Thới Lai,Xã Tân Thạnh,CT,HTL,XTT
Cần Thơ,Huyện Thới Lai,Xã Thới Thạnh,CT,HTL,XTT
Cần Thơ,Huyện Thới Lai,Xã Trường Xuân,CT,HTL,XTX
Cần Thơ,Huyện Thới Lai,Xã Trường Xuân B,CT,HTL,XTXB
Cần Thơ,Huyện Thới Lai,Thị Trấn Thới Lai,CT,HTL,TTTL
Cần Thơ,Quận Thốt Nốt,Phường Thới Thuận,CT,QTN,PTT
Cần Thơ,Quận Thốt Nốt,Phường Thạnh Hòa,CT,QTN,PTH
Cần Thơ,Quận Thốt Nốt,Phường Thuận An,CT,QTN,PTA
Cần Thơ,Quận Thốt Nốt,Phường Trung Kiên,CT,QTN,PTK
Cần Thơ,Quận Thốt Nốt,Phường Thốt Nốt,CT,QTN,PTN
Cần Thơ,Quận Thốt Nốt,Phường Thuận Hưng,CT,QTN,PTH
Cần Thơ,Quận Thốt Nốt,Phường Tân Hưng,CT,QTN,PTH
Cần Thơ,Quận Thốt Nốt,Phường Trung Nhứt,CT,QTN,PTN
Cần Thơ,Quận Thốt Nốt,Phường Tân Lộc,CT,QTN,PTL
Cần Thơ,Huyện Cờ Đỏ,Xã Thới Đông,CT,HCD,XTD
Cần Thơ,Huyện Cờ Đỏ,Xã Đông Thắng,CT,HCD,XDT
Cần Thơ,Huyện Cờ Đỏ,Xã Trung An,CT,HCD,XTA
Cần Thơ,Huyện Cờ Đỏ,Xã Trung Thạnh,CT,HCD,XTT
Cần Thơ,Huyện Cờ Đỏ,Xã Thới Xuân,CT,HCD,XTX
Cần Thơ,Huyện Cờ Đỏ,Xã Đông Hiệp,CT,HCD,XDH
Cần Thơ,Huyện Cờ Đỏ,Xã Thới Hưng,CT,HCD,XTH
Cần Thơ,Huyện Cờ Đỏ,Xã Trung Hưng,CT,HCD,XTH
Cần Thơ,Huyện Cờ Đỏ,Xã Thạnh Phú,CT,HCD,XTP
Cần Thơ,Huyện Cờ Đỏ,Thị Trấn Cờ Đỏ,CT,HCD,TTCD
Cần Thơ,Quận Ninh Kiều,Phường Tân An,CT,QNK,PTA
Cần Thơ,Quận Ninh Kiều,Phường An Phú,CT,QNK,PAP
Cần Thơ,Quận Ninh Kiều,Phường An Bình,CT,QNK,PAB
Cần Thơ,Quận Ninh Kiều,Phường An Hội,CT,QNK,PAH
Cần Thơ,Quận Ninh Kiều,Phường An Khánh,CT,QNK,PAK
Cần Thơ,Quận Ninh Kiều,Phường Xuân Khánh,CT,QNK,PXK
Cần Thơ,Quận Ninh Kiều,Phường An Nghiệp,CT,QNK,PAN
Cần Thơ,Quận Ninh Kiều,Phường An Lạc,CT,QNK,PAL
Cần Thơ,Quận Ninh Kiều,Phường Cái Khế,CT,QNK,PCK
Cần Thơ,Quận Ninh Kiều,Phường An Cư,CT,QNK,PAC
Cần Thơ,Quận Ninh Kiều,Phường Hưng Lợi,CT,QNK,PHL
Cần Thơ,Quận Ninh Kiều,Phường Thới Bình,CT,QNK,PTB
Cần Thơ,Quận Ninh Kiều,Phường An Hòa,CT,QNK,PAH
Cần Thơ,Quận Cái Răng,Phường Ba Láng,CT,QCR,PBL
Cần Thơ,Quận Cái Răng,Phường Hưng Thạnh,CT,QCR,PHT
Cần Thơ,Quận Cái Răng,Phường Lê Bình,CT,QCR,PLB
Cần Thơ,Quận Cái Răng,Phường Tân Phú,CT,QCR,PTP
Cần Thơ,Quận Cái Răng,Phường Thường Thạnh,CT,QCR,PTT
Cần Thơ,Quận Cái Răng,Phường Hưng Phú,CT,QCR,PHP
Cần Thơ,Quận Cái Răng,Phường Phú Thứ,CT,QCR,PPT
Cao Bằng,Huyện Bảo Lạc,Xã Hồng An,CB,HBL,XHA
Cao Bằng,Huyện Bảo Lạc,Xã Cô Ba,CB,HBL,XCB
Cao Bằng,Huyện Bảo Lạc,Xã Đình Phùng,CB,HBL,XDP
Cao Bằng,Huyện Bảo Lạc,Xã Phan Thanh,CB,HBL,XPT
Cao Bằng,Huyện Bảo Lạc,Xã Hồng Trị,CB,HBL,XHT
Cao Bằng,Huyện Bảo Lạc,Xã Hưng Đạo,CB,HBL,XHD
Cao Bằng,Huyện Bảo Lạc,Xã Huy Giáp,CB,HBL,XHG
Cao Bằng,Huyện Bảo Lạc,Xã Sơn Lộ,CB,HBL,XSL
Cao Bằng,Huyện Bảo Lạc,Xã Hưng Thịnh,CB,HBL,XHT
Cao Bằng,Huyện Bảo Lạc,Xã Kim Cúc,CB,HBL,XKC
Cao Bằng,Huyện Bảo Lạc,Xã Thượng Hà,CB,HBL,XTH
Cao Bằng,Huyện Bảo Lạc,Thị trấn Bảo Lạc,CB,HBL,TtBL
Cao Bằng,Huyện Bảo Lạc,Xã Sơn Lập,CB,HBL,XSL
Cao Bằng,Huyện Bảo Lạc,Xã Cốc Pàng,CB,HBL,XCP
Cao Bằng,Huyện Bảo Lạc,Xã Khánh Xuân,CB,HBL,XKX
Cao Bằng,Huyện Bảo Lạc,Xã Xuân Trường,CB,HBL,XXT
Cao Bằng,Huyện Bảo Lạc,Xã Bảo Toàn,CB,HBL,XBT
Cao Bằng,Huyện Bảo Lâm,Xã Nam Cao,CB,HBL,XNC
Cao Bằng,Huyện Bảo Lâm,Xã Yên Thổ,CB,HBL,XYT
Cao Bằng,Huyện Bảo Lâm,Xã Nam Quang,CB,HBL,XNQ
Cao Bằng,Huyện Bảo Lâm,Xã Đức Hạnh,CB,HBL,XDH
Cao Bằng,Huyện Bảo Lâm,Xã Quảng Lâm,CB,HBL,XQL
Cao Bằng,Huyện Bảo Lâm,Xã Vĩnh Quang,CB,HBL,XVQ
Cao Bằng,Huyện Bảo Lâm,Xã Thạch Lâm,CB,HBL,XTL
Cao Bằng,Huyện Bảo Lâm,Thị trấn Pác Miầu,CB,HBL,TtPM
Cao Bằng,Huyện Bảo Lâm,Xã Lý Bôn,CB,HBL,XLB
Cao Bằng,Huyện Bảo Lâm,Xã Thái Học,CB,HBL,XTH
Cao Bằng,Huyện Bảo Lâm,Xã Vĩnh Phong,CB,HBL,XVP
Cao Bằng,Huyện Bảo Lâm,Xã Thái Sơn,CB,HBL,XTS
Cao Bằng,Huyện Bảo Lâm,Xã Mông Ân,CB,HBL,XMA
Cao Bằng,Huyện Bảo Lâm,Xã Tân Việt,CB,HBL,XTV
Cao Bằng,Huyện Hạ Lang,Xã Minh Long,CB,HHL,XML
Cao Bằng,Huyện Hạ Lang,Thị trấn Thanh Nhật,CB,HHL,TtTN
Cao Bằng,Huyện Hạ Lang,Xã Quang Long,CB,HHL,XQL
Cao Bằng,Huyện Hạ Lang,Xã An Lạc,CB,HHL,XAL
Cao Bằng,Huyện Hạ Lang,Xã Đức Quang,CB,HHL,XDQ
Cao Bằng,Huyện Hạ Lang,Xã Kim Loan,CB,HHL,XKL
Cao Bằng,Huyện Hạ Lang,Xã Đồng Loan,CB,HHL,XDL
Cao Bằng,Huyện Hạ Lang,Xã Thái Đức,CB,HHL,XTD
Cao Bằng,Huyện Hạ Lang,Xã Vinh Quý,CB,HHL,XVQ
Cao Bằng,Huyện Hạ Lang,Xã Việt Chu,CB,HHL,XVC
Cao Bằng,Huyện Hạ Lang,Xã Thắng Lợi,CB,HHL,XTL
Cao Bằng,Huyện Hạ Lang,Xã Lý Quốc,CB,HHL,XLQ
Cao Bằng,Huyện Hạ Lang,Xã Thị Hoa,CB,HHL,XTH
Cao Bằng,Huyện Hạ Lang,Xã Cô Ngân,CB,HHL,XCN
Cao Bằng,Huyện Hạ Lang,Xã Thống Nhất,CB,HHL,XTN
Cao Bằng,Huyện Hà Quảng,Xã Mã Ba,CB,HHQ,XMB
Cao Bằng,Huyện Hà Quảng,Xã Kéo Yên,CB,HHQ,XKY
Cao Bằng,Huyện Hà Quảng,Xã Lũng Nặm,CB,HHQ,XLN
Cao Bằng,Huyện Hà Quảng,Xã Quý Quân,CB,HHQ,XQQ
Cao Bằng,Huyện Hà Quảng,Xã Ngọc Đào,CB,HHQ,XND
Cao Bằng,Huyện Hà Quảng,Xã Trường Hà,CB,HHQ,XTH
Cao Bằng,Huyện Hà Quảng,Xã Nội Thôn,CB,HHQ,XNT
Cao Bằng,Huyện Hà Quảng,Xã Nà Sác,CB,HHQ,XNS
Cao Bằng,Huyện Hà Quảng,Xã Hồng Sĩ,CB,HHQ,XHS
Cao Bằng,Huyện Hà Quảng,Xã Hạ Thôn,CB,HHQ,XHT
Cao Bằng,Huyện Hà Quảng,Xã Thượng Thôn,CB,HHQ,XTT
Cao Bằng,Huyện Hà Quảng,Xã Sĩ Hai,CB,HHQ,XSH
Cao Bằng,Huyện Hà Quảng,Xã Cải Viên,CB,HHQ,XCV
Cao Bằng,Huyện Hà Quảng,Xã Phù Ngọc,CB,HHQ,XPN
Cao Bằng,Huyện Hà Quảng,Xã Tổng Cọt,CB,HHQ,XTC
Cao Bằng,Huyện Hà Quảng,Xã Vân An,CB,HHQ,XVA
Cao Bằng,Huyện Hà Quảng,Xã Vần Dính,CB,HHQ,XVD
Cao Bằng,Huyện Hà Quảng,Xã Sóc Hà,CB,HHQ,XSH
Cao Bằng,Huyện Hà Quảng,Thị Trấn Xuân Hòa,CB,HHQ,TTXH
Cao Bằng,Huyện Hà Quảng,Xã Cần Nông,CB,HHQ,XCN
Cao Bằng,Huyện Hà Quảng,Xã Đa Thông,CB,HHQ,XDT
Cao Bằng,Huyện Hà Quảng,Xã Cần Yên,CB,HHQ,XCY
Cao Bằng,Huyện Hà Quảng,Thị trấn Thông Nông,CB,HHQ,TtTN
Cao Bằng,Huyện Hà Quảng,Xã Lương Can,CB,HHQ,XLC
Cao Bằng,Huyện Hà Quảng,Xã Thanh Long,CB,HHQ,XTL
Cao Bằng,Huyện Hà Quảng,Xã Lương Thông,CB,HHQ,XLT
Cao Bằng,Huyện Hà Quảng,Xã Ngọc Động,CB,HHQ,XND
Cao Bằng,Huyện Hà Quảng,Xã Yên Sơn,CB,HHQ,XYS
Cao Bằng,Huyện Hòa An,Xã Hà Trì,CB,HHA,XHT
Cao Bằng,Huyện Hòa An,Xã Hồng Nam,CB,HHA,XHN
Cao Bằng,Huyện Hòa An,Xã Nguyễn Huệ,CB,HHA,XNH
Cao Bằng,Huyện Hòa An,Xã Nam Tuấn,CB,HHA,XNT
Cao Bằng,Huyện Hòa An,Xã Dân Chủ,CB,HHA,XDC
Cao Bằng,Huyện Hòa An,Xã Đức Long,CB,HHA,XDL
Cao Bằng,Huyện Hòa An,Xã Trưng Vương,CB,HHA,XTV
Cao Bằng,Huyện Hòa An,Xã Đức Xuân,CB,HHA,XDX
Cao Bằng,Huyện Hòa An,Xã Đại Tiến,CB,HHA,XDT
Cao Bằng,Huyện Hòa An,Xã Lê Chung,CB,HHA,XLC
Cao Bằng,Huyện Hòa An,Xã Hoàng Tung,CB,HHA,XHT
Cao Bằng,Huyện Hòa An,Xã Bình Dương,CB,HHA,XBD
Cao Bằng,Huyện Hòa An,Xã Ngũ Lão,CB,HHA,XNL
Cao Bằng,Huyện Hòa An,Xã Hồng Việt,CB,HHA,XHV
Cao Bằng,Huyện Hòa An,Xã Bạch Đằng,CB,HHA,XBD
Cao Bằng,Huyện Hòa An,Xã Công Trừng,CB,HHA,XCT
Cao Bằng,Huyện Hòa An,Xã Trương Lương,CB,HHA,XTL
Cao Bằng,Huyện Hòa An,Xã Bế Triều,CB,HHA,XBT
Cao Bằng,Huyện Hòa An,Xã Bình Long,CB,HHA,XBL
Cao Bằng,Huyện Hòa An,Thị trấn Nước Hai,CB,HHA,TtNH
Cao Bằng,Huyện Hòa An,Xã Quang Trung,CB,HHA,XQT
Cao Bằng,Huyện Nguyên Bình,Thị trấn Tĩnh Túc,CB,HNB,TtTT
Cao Bằng,Huyện Nguyên Bình,Xã Minh Tâm,CB,HNB,XMT
Cao Bằng,Huyện Nguyên Bình,Xã Yên Lạc,CB,HNB,XYL
Cao Bằng,Huyện Nguyên Bình,Xã Minh Thanh,CB,HNB,XMT
Cao Bằng,Huyện Nguyên Bình,Xã Thể Dục,CB,HNB,XTD
Cao Bằng,Huyện Nguyên Bình,Xã Bắc Hợp,CB,HNB,XBH
Cao Bằng,Huyện Nguyên Bình,Xã Thành Công,CB,HNB,XTC
Cao Bằng,Huyện Nguyên Bình,Xã Phan Thanh,CB,HNB,XPT
Cao Bằng,Huyện Nguyên Bình,Xã Ca Thành,CB,HNB,XCT
